Gd Hg 0.24646775934220905 4.048066811751377 0.20723502727812193 0.33113842009947947 0.5957957112803028 0.7973906992406845
La Th 0.24376569361519754 2.388403859715739 0.5586541442857991 0.751847312279652 0.17737324267947865 0.2635978306639386
P Cl 0.12936302825465198 6.487866008038187 0.39378330961772035 0.379673289885352 0.5538397720949995 1.1933488717186684
Sn Fr 0.22198172510675737 2.717783972018616 0.18361974969489145 0.27813364285600256 0.5762872690450925 0.8003765514845285
Cd Pt 0.5585083277185898 0.7254401574566298 0.25290795006588485 2.3727295509600967 0.15816786993930468 0.28718461935108713
Br W 0.2807620996543073 0.36884757385993255 0.20790290405901107 3.4434580658350944 0.523317973508758 0.9015937901840977
Ge Eu 0.17016493248674952 0.3204445216231347 0.26797695945994476 2.3733263225244166 0.5436090628599305 0.7216449758975956
I Xe 0.29965397283302314 0.3149083264774908 0.14199680968872905 6.823934983084019 0.6101610437485282 1.152174869119594
Na Co 0.45831265138067434 11.438905243026836 0.46167279533326777 0.46301510095367443 0.46932312829868694 1.2436916509002742
O Si 0.004797480443511999 0.5659566587692116 0.7328755297792992 0.5658250843426554 0.24444828891690404 2.357459522409101
Br Hg 0.20086095912392493 4.030403186817639 0.2604082410367484 0.347850578576519 0.5677244955151476 0.9204236077825272
Ti Rb 0.2237769481872817 0.32371344313884437 0.5733024276185263 0.8380151057696157 0.17947221280112255 2.5923799964199787
S Zn 0.39826698357179974 0.4352475003665368 0.34865209966160426 0.8949812878980019 0.23487887670376673 2.2292751214175293
K Pt 0.1919447297656335 3.312260609798249 0.23590616440503964 0.34054841208924347 0.564948008989723 0.8639263263114979
Gd W 0.5406489042686494 0.7502312689793962 0.21520010540164522 0.3494738491984853 0.22408604340854102 2.8472823037459083
La Gd 0.20524349418981125 0.30806011259564126 0.5314267450598079 0.7714517917538978 0.20820983037099813 2.0916510394123415
Kr I 0.3146368081252009 1.8982552037210205 0.4615399508301144 0.7272678969858082 0.18954535465349395 0.29125144253920615
Eu Eu 0.5874592964276216 0.5709395533612027 0.054265536853069694 0.23840208876811556 0.33942507897871876 2.144183550511147
Sn Ta 0.2584375260379348 2.350894203737793 0.5423195591311596 0.7316740738373368 0.17030639368033937 0.3042519062509311
Ga Ru 0.397854137391034 0.7502174008308881 0.3094260188496766 1.845653036887273 0.257850302005902 0.36176333777148095
Pt Po 0.3094340709497181 2.9990801686209663 0.08321375799006288 0.23727987169577033 0.6306117582954592 0.6300027644818569
Cu Yb 0.2134536202020573 0.3591686911487078 0.2769593249051861 1.8831489836545798 0.4698686252551105 0.7366119160509813
Fe Sr 0.501595444269153 1.1920550991318268 0.4079109658949925 0.4190753982014873 0.08148638891529607 4.533368057299929
Li I 0.335605365017194 0.36726716969422496 0.29990872950866004 0.7946769209011001 0.3282248309824941 2.112956040496755
P Ni 0.5341531946087523 0.4814765337211796 0.41997807949365823 1.4751763120866566 32327561.089094456 66.05064427932584
Be Ru 0.5688823105779958 0.49573860659306734 0.11519599520067207 1.8582395472924125 0.2810939301856833 1.8582327788076332
Cu Po 0.5779044670247829 0.9663141415276015 0.2755271393525975 0.35344248027453745 0.21442755529534155 5.345178386080973
K Ag 0.34807051769430963 0.3690485318083355 0.5471824146329032 1.123568544669545 0.06233643256462259 3.090842418230552
Xe Ra 0.19247188380688773 0.2751034349295005 0.2187151437983502 3.052395734142045 0.5847276685918024 0.8314730296241472
Na Ar 0.3160766213790502 0.3547986155605632 0.14246325190366763 4.052905927684074 0.5706427198048225 0.9680439949412624
N Eu 0.14581531559093178 4.329842160265458 0.4233932088572978 1.161520024204907 0.4343719821491011 0.4618168458350749
Eu Gd 0.13025369056661884 0.3106251646603379 0.5695033956770045 0.6522065405599092 0.2665156091098598 2.268669705404835
